"nseedssp","nfam","spdrymf","sd_spdrymf","IDnum","family","annual","MarinaSp","nat.inv","Functional.group","clean_code","spdryperseed","spwetperseed","spPerm_pctch","sd_spwetperseed","sd_spdryperseed","sd_spPerm_pctch","SS_SCP","C","N","cn","cn_samplemass","nsamples","starch","mucilage","germ_is_disp","lump_dispcat","H_1","H_2","L_1","L_2","LH_L_1","LH_L_2","W_1","W_2","area_LW_1","area_LW_2","Perimeter1_1","Perimeter1_2","Hue_1","Hue_2","PCof19WL_1","PCof19WL_2","texture_1","texture_2","Rectangularity1_1","Rectangularity1_2","LH_Circle_1","LH_Circle_2","LW_Circle_1","LW_Circle_2","Compactness.Ellipse_1","Compactness.Ellipse_2","BetaShape_a_1","BetaShape_a_2","BetaShape_b_1","BetaShape_b_2","Saturation_1","Saturation_2","LH_area_1","LH_area_2","shape_1","shape_2","SCTlongonly"
24,1,0.00298333333333333,NA,47,"PHRYMACEAE","annual","no","native","Forb","MIMDOU",3.5401,7.2741,2.06018751697026,0.30165175285418,0.340118361750729,0.112724457025804,2,1216.54,41.75,29.1386826347305,2.64,1,0,0,"no","coarse",0.41655697,0.0598201161405138,0.97935201,0.15695397838771,0.96162621,0.147789084922086,0.6115411,0.115935277849602,0.4379232,0.174505408721646,2.2511802,0.407918782026194,1.2178378,0.0504054006978529,17.319935,1.37467275664873,0.086766652,0.0591144874243711,0.809534,0.0284268157453095,0.41033916,0.0572519147046765,0.58887589,0.0570324887112883,0.98098381,0.00675938450541994,1.7015192,0.162924822159588,1.4254768,0.146944604832948,24.369299,0.817164616632822,0.29515633,0.0734140854592337,0.0595371442069219,0,0.7
500,5,3.721e-05,2.59911042474151e-05,48,"PHRYMACEAE","perennial","no","native","Forb","MIMGUT",0.027863152173913,0.0359090398550725,1.29820932497317,0.00435589037766093,0.00467169202874806,0.0900367128936925,4,1630.21,132.81,12.274753407123,2.949,1,0,0,"yes","coarse",0.38110532,0.0520158928894451,0.54950069,0.0667175937107455,NA,NA,0.38110532,0.0520158928894451,0.15081841,0.0316352534346468,1.3139268,0.13540346718341,0.96717429,0.0833935761912877,10.8619017,1.5009306362645,0.090246422,0.118822870651384,0.90179714,0.0725761132198956,NA,NA,0.66462193,0.0395709674886933,0.98230325,0.0128348025166169,1.4311939,0.156367905626762,1.3359493,0.130220294131863,18.011868,3.14097376762826,NA,NA,0.0244375320031869,0,1.4
53,5,0.00566737484737485,0.00130780284766551,49,"Poaceae","perennial","no","native","Grass","NASPUL",4.61013333333333,5.7592,1.24937397317245,0.461021995136891,0.374403009247166,0.0185508889237483,3,1269.15,98.74,12.8534535142799,3.119,1,NA,0,"yes","elong_long",1.04582383,0.132450365766435,6.2971005,0.375121204927228,NA,NA,1.1211586,0.0592703353742644,5.2735378,0.511893281014662,12.820204,0.701859095532873,1.0797152,0.0135823297199789,20.11833,1.17403155571825,0.73422656,0.253205432921383,0.78258047,0.0237170004854956,NA,NA,0.16992451,0.00866162048854985,0.99046347,0.00552839894284252,1.5370535,0.0585487341816864,1.4973761,0.0867653313797241,24.73184,1.76806594555243,NA,NA,0.157700786192583,0,0.9
79,5,0.000214533450635386,2.71258465801863e-05,51,"Caryophyllaceae","annual","no","invasive","Forb","PETPRO",0.238165909090909,0.353186363636364,1.48186198728543,0.0365849217762921,0.0223200911051489,0.025065208324511,4,655.96,31.97,20.5179856115108,2.55,1,1,0,"yes","elong_short",0.66028711,0.0607251538518238,1.2053562,0.074738627364971,1.01037225,0.128435914324955,0.70903314,0.0660602606091203,0.51019034,0.082092421515241,2.6921101,0.21181821511457,1.08804809,0.0927299171433836,8.300277,1.11536340453913,0.195890449,0.154147386104113,0.67824619,0.0388663254627805,0.63730711,0.0539378336806663,0.49651231,0.0594830210488197,0.89071208,0.0438103768007535,1.9960001,0.181145873711677,1.2683513,0.109377271187645,11.2225714,0.992644963553681,0.43458477,0.0690405702495287,0.0440422393229814,0,0.95
40,5,0.001992,0.000210720984558571,52,"Polemoniaceae","annual","no","native","Forb","PHLGRA",2.088525,15.10135,7.24046080793695,1.87568873306136,0.0656859891199536,0.979117733152452,4,1279.71,80.48,15.9009691848907,2.719,1,1,1,"yes","coarse",0.88629139,0.0910577441850981,2.8272694,0.309003869833085,2.782955,0.292312044954626,1.7371311,0.209735024607744,3.6661831,0.744463632806339,6.5208891,0.714478691032443,1.1659364,0.061247681872142,18.122561,1.41927320038932,0.231105283,0.184972515474545,0.77648109,0.0321471876680596,0.29886577,0.0437259433166284,0.60561448,0.0564409742759204,0.99451136,0.00171731081778718,1.6178999,0.0955215251081603,1.4582292,0.0670426377345044,21.13348,2.83815707911548,1.714381,0.271526039363938,0.0825818379198115,0,1.2
133,10,0.001663996003996,0.000278906650459441,53,"Plantaginaceae","annual","yes","native","Forb","PLAERE",1.8042,31.492775,17.4839293972724,4.09565118174143,0.123231949320512,2.18490534843275,4,1311.4,80.48,16.294731610338,2.948,1,0,1,"yes","coarse",0.97492058,0.0511700924781871,2.4018499,0.165546574520385,2.3974184,0.171566045083519,1.3427315,0.0754649427206656,2.4343032,0.239574509164709,5.5016539,0.346745542586892,0.93370841,0.0311855391077499,9.0336294,0.426001337412663,0.101629991,0.0276621769781999,0.79586213,0.0170319434423836,0.39179684,0.0197120096818722,0.54292652,0.0430551224777881,0.99779356,0.000830125427202954,1.5429468,0.0541829409906845,1.4975824,0.0415754210059528,24.05719,1.78124872688298,1.7306803,0.184463221494783,0.0660474246685181,0,5.2
115,5,0.00306877022841657,0.000511784417041577,57,"Iridaceae","perennial","no","native","Forb","SISBEL",3.315775,5.3199,1.60383233023536,0.311552809862683,0.0913462049932381,0.0681892682619318,4,1417.3,82.78,17.1212853346219,3.074,1,0,0,"yes","coarse",1.5864616,0.0636520780414079,2.02296035,0.0816804856423233,NA,NA,1.69060085,0.135083939462323,2.5712768,0.235299731210753,5.2302272,0.224753987222661,1.37796915,0.0443439147777733,NA,NA,NA,NA,NA,NA,NA,NA,0.830150165,0.0845052943913437,0.994725625,0.00298347612056368,1.52618165,0.0976185942303137,1.47484705,0.0814345649964145,3.0773747,0.810667415713945,NA,NA,0.0113789787810636,0,5.4
121,9,0.00686728006017222,0.00428617740636521,58,"Poaceae","annual","no","invasive","Grass","TAECAP",3.471825,4.5963,1.32447524839528,0.410064848530083,0.263181197086722,0.0828646625766443,4,1205.88,45.53,26.4853942455524,3.102,1,1,0,"no","elong_long",0.85970267,0.0984275971081626,7.7195984,0.551830531415458,7.4537108,0.503446761823112,1.2275138,0.12367583723392,6.6599675,1.00433392456087,15.625318,1.11882864034767,1.2866407,0.0262276123327645,30.287136,2.52179565629643,1.7594912,0.611222647519216,0.73083986,0.020460583529324,0.106398932,0.00941339496661339,0.1523228,0.0130206816175908,0.98508456,0.00772187545630379,1.9470687,0.232904869783566,1.6085775,0.116725001851217,22.517072,1.80012094185548,4.0491204,0.700858212639364,0.172399775421879,0,2.11
79,3,0.00164757904245709,0.000218302071653907,59,"Brassicaceae","annual","yes","native","Forb","THYCUR",0.64705,1.18275,1.82625399199522,0.102035508525219,0.0234052344572747,0.0916337310316619,2,1449.14,39.89,36.3284031085485,3.252,1,0,0,"no","flat",0.837053044444444,0.158922745275764,2.07293722222222,0.130667670765168,1.95968888888889,0.196661173410287,1.58055311111111,0.073487309762374,2.331881,0.226041947451131,5.01739411111111,0.264524939815911,1.24126588888889,0.0308958182787106,18.8748977777778,1.46914868330079,0.431660166666667,0.270238861285123,0.788750688888889,0.0157642745144238,0.423695966666667,0.119511625023541,0.798384088888889,0.0256462504680725,0.990131188888889,0.00298623745809189,1.76382611111111,0.123573167282024,1.67786088888889,0.0700531804300212,35.1722566666667,4.29539698881256,1.12088272222222,0.164066165515652,0.0639266464390393,0,1.625
24,3,0.00217037037037037,0.000265118965454419,60,"Fabaceae","annual","yes","native","N-fixer","TRIALB",1.92219722222222,2.44341666666667,1.27131560844848,0.503032008038367,0.0712491665534967,0.258679229777689,4,1406.69,153.66,9.15456202004425,3.078,1,0,0,"no","balloon",0.95276329,0.140523733214946,2.2556118,0.0607249584397644,NA,NA,0.95276329,0.140523733214946,1.709668,0.244003061901098,5.0053309,0.16297292173204,1.15595766,0.185629487642258,16.015394,3.41198889133987,0.132569775,0.0494955459489056,0.85328673,0.0282720038649957,NA,NA,0.40885543,0.0673073588579213,0.99359215,0.00389905332107108,1.3283874,0.0625289736259209,1.2881102,0.072813803121844,29.184888,8.50501835015827,NA,NA,0.0790521366143158,0,2.4
76,5,0.00560434920634921,0.00152546874613663,61,"Fabaceae","annual","yes","native","N-fixer","TRIFUC",5.813,6.46475,1.10865299677876,0.937617436200216,0.533581052887,0.0725134009268869,4,1226.96,78.49,15.6320550388585,2.945,1,0,0,"no","balloon",1.6174819,0.1580623340229,2.5702451,0.144730687025132,2.5392249,0.153581235665508,2.3663981,0.120367529518231,4.4501243,0.295230402831811,7.0172122,0.28318382721076,1.3234557,0.100714037846491,7.5072708,0.865936132279306,0.87382758,0.613792332954457,0.78808843,0.0140892706012649,0.61779527,0.0663024502440655,0.89923236,0.0465988034638039,0.98742135,0.00240573388583286,1.6159668,0.111935707511847,1.49061,0.12255681579759,14.4085374,2.89896745722427,3.2231539,0.473801066403624,0.027876066852338,0,1.4
115,3,0.00137334884403362,0.000250765489872546,64,"Fabaceae","annual","yes","native","N-fixer","TRIGRA",1.254525,1.5476,1.23999104300609,0.139262557782054,0.077225702759293,0.161196359611054,4,1290.27,101.75,12.6807862407862,3.248,1,0,0,"no","balloon",0.8862914,0.0511700924780612,1.9143896,0.115935256614486,2.0074502,0.110638656686028,1.0679811,0.048768411744694,1.4901173,0.148498375659691,4.3228865,0.217209411490515,0.38291345,0.101439653625134,NA,NA,NA,NA,NA,NA,0.41853807,0.0482883589944144,0.52989265,0.0268003760532178,0.9878014,0.00307177571374532,1.6815636,0.0352282181692145,1.4132865,0.0293702457495488,33.807892,7.24116932056142,1.3416552,0.0712262886639789,0.056927602072455,0,2
91,5,0.00222178354978355,0.000359304180865303,63,"Fabaceae","annual","yes","native","N-fixer","TRIWIL",2.242575,3.955975,1.76539477534153,0.279224776539141,0.0887132975752037,0.127988648517106,4,1132.24,112.21,10.0903662775154,2.746,1,0,0,"no","balloon",1.1433158,0.085623829150535,2.0030186,0.20553136929227,1.9454096,0.185027717768747,1.542147,0.0929550277212947,2.3200112,0.314517459594782,5.0008993,0.369590732420801,1.1903365,0.0411163007557019,15.940127,1.53208385226752,0.204131456,0.0952300186179882,0.80176218,0.0192262196541771,0.57249377,0.0417233406970793,0.76760423,0.0389201221648205,0.99378975,0.00234029789426238,1.5632735,0.0798771580146665,1.4788222,0.0471695050849122,28.886229,2.12304548126532,1.6969034,0.252402473198043,0.0326135258038997,0,0.8
103,3,0.00182412854030501,0.000125855856544913,65,"Asteraceae","annual","yes","native","Forb","UROLIN",2.092575,4.143525,1.98029835887129,0.197171386953922,0.0447884936860648,0.0890188873638618,4,1311.4,64.24,20.4140722291407,2.959,1,0,0,"no","elong_short",0.6979545,0.145536186480251,12.0424825,0.746708718190319,NA,NA,0.6979545,0.145536186480251,3.647232625,0.416211619927012,24.40624875,1.51176083576582,1.127775375,0.0293991103701043,13.35088,1.18283180857273,1.76554375,0.481049116568227,0.483914475,0.11321662276469,NA,NA,0.02946662125,0.00261837921284161,0.7057840875,0.138073834984376,2.165115,0.216761338703588,1.322174,0.0700930939842558,14.49588375,0.717316549149627,NA,NA,0.205705343337396,0,7.1
8,3,0.0311722222222222,0.00197514650183314,67,"Fabaceae","annual","yes","invasive","N-fixer","VICVIL",44.17595,49.8059,1.12687927763481,6.15720804044603,5.01752494994627,0.0282681379025753,4,1237.5,88.89,13.9217009787378,3.152,1,0,0,"yes","coarse",3.3767704,0.411910942964671,4.3383964,0.547324347085224,4.2940818,0.527841704263861,4.0370574,0.471047226007046,13.8503527,3.29359784414039,12.000385,1.38487230322069,1.2435713,0.0806480152005546,4.058337,0.750032399266562,0.10652205,0.0249460512406442,0.81529379,0.0126833995032396,0.78455701,0.0884026464054788,0.93166039,0.0372616916723224,0.99716154,0.00204612801771759,1.47589,0.0926483687558022,1.4285471,0.0967880128717165,20.182764,4.92672679588521,11.1206962,2.36241907004535,0.0109056144086614,0,8
31,4,0.00500347222222222,0.00120383341537578,68,"VIOLACEAE","perennial","no","native","Forb","VIODOU",4.79637777777778,7.27197777777778,1.51669071068664,0.0714208289983724,0.130644969853983,0.0320576320464103,3,1747.95,148.67,11.7572475953454,3.347,1,0,0,"yes","smooth",1.8479175,0.141760511151927,3.6515207,0.364350945273936,3.6648149,0.324335078046849,1.9852929,0.114037622976367,5.3748692,0.766967781666479,8.3976109,0.626092832351464,1.3074117,0.0380987292732098,38.127236,1.45226507896534,1.08106285,0.416307966206611,0.76837513,0.0156710894658533,0.49195489,0.0532187909020332,0.53299939,0.0500481844815452,0.98702186,0.00397578655200593,1.6989309,0.129902064188928,1.4421806,0.0817238093787714,25.5723,1.24929175926024,4.950496,0.780979675412164,0.0529643099062228,0,4
99,5,0.000852009022556391,0.000205135072739528,69,"Poaceae","annual","no","native","Grass","VULMIC",0.820125,1.510075,1.83793055465936,0.169074606313308,0.0655256374762327,0.069799162680771,4,1385.49,84.31,16.4332819357134,3.126,1,1,0,"no","elong_long",0.664718566666667,0.0913568215812043,9.62118588888889,2.23299353716756,8.62656933333333,1.20467127112731,1.08324506666667,0.217221726849641,4.39559666666667,1.09590360352177,18.9370944444444,4.61306560372577,1.24243166666667,0.0589524575187498,37.7330844444444,1.28429829008988,0.207125355555556,0.112576867030178,0.456596411111111,0.0866502497563545,0.05902704,0.00785785984314272,0.09168017,0.0211362542419914,0.742833644444444,0.14756669151261,5.98282844444444,1.6962202346502,2.15851022222222,0.80884557751832,16.8001355555556,1.41709406164615,2.98538411111111,0.652948846098882,0.19062819918567,0,1.2
420,5,0.000575359754907798,0.000147814123361154,70,"Poaceae","annual","no","invasive","Grass","VULMYU",0.432605555555556,0.610138888888889,1.41280134703873,0.0426378128709688,0.0244626270759457,0.10924453731229,4,1343.13,74.56,18.0140826180258,3.026,1,1,0,"no","elong_long",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
66,5,0.006821,0.00165107608008299,71,"MELANTHIACEAE","perennial","no","native","Forb","ZIGFRE",0.113577759197324,0.329194736422997,2.92255782158072,0.110565821475828,0.0294955242171224,0.265777961127357,3,1790.88,82.02,21.8346744696416,3.27,1,1,0,"yes","coarse",0.58495235,0.0686518214366968,1.02366662,0.0989802285978119,NA,NA,0.58495235,0.0686518214366968,0.44577833,0.0702888600776357,2.4572429,0.222665594110416,1.07857,0.0625777947376082,10.4153802,1.87311118006705,0.45862807,0.340100302098004,0.84320458,0.0466604395986531,NA,NA,0.51748376,0.0620590489280295,0.96966174,0.00818502769237153,1.220733,0.0999901149892106,1.1442064,0.101401338561404,13.997829,2.63526680519133,NA,NA,0.0458173951867573,0,0.7
61,2,0.00069551282051282,0.000300067108426599,54,"Asteraceae","annual","yes","native","Forb","RIGLEP",0.7238,1.24375,1.7217444946248,0.121116706802434,0.0755350249884118,0.11033571061528,4,1534.22,102.5,14.968,3.244,1,0,0,"no","elong_short",0.62926691,0.144428945361843,5.3487687,0.36185708142766,NA,NA,0.62926691,0.144428945361843,2.0327098,0.39863247936687,10.9058157,0.709862563197514,1.2634334,0.0677042570320853,NA,NA,NA,NA,NA,NA,NA,NA,0.08919609,0.0143132046267253,0.90467484,0.0530658160776303,1.525992,0.188542181474951,1.4129774,0.129325202687042,12.4475387,1.6085529417845,NA,NA,0.179505174671448,0,1.8
36,5,0.00530466666666667,0.00104758876579611,55,"Malvaceae","annual","yes","native","Forb","SIDDIP",4.93715,21.7163,4.3413889583529,9.02293889853337,0.269778458492643,1.5690568062709,4,1438.52,90.41,15.9110717840947,3.296,1,0,1,"yes","balloon",2.1403938,0.144806154938862,2.8272697,0.0997488558275231,NA,NA,2.2068658,0.144428966498953,4.5304431,0.37891183482718,7.280884,0.202321457850839,1.3800815,0.0646823355729109,20.92946,1.41575144126518,0.4222893,0.118963746586354,0.78260476,0.0135784709922403,NA,NA,0.74772607,0.0547922627271619,0.98161251,0.00764007843349065,1.6816714,0.124191846730237,1.4107539,0.049518223297534,26.36955,1.78249659798335,NA,NA,0.0141581766228091,0,1
NA,NA,NA,NA,4,"Asteraceae","annual","yes","native","Forb","ANCFIL",0.364233333333333,0.642062222222222,1.75879567767535,0.11946613616987,0.0569741071793924,0.11605678478973,5,1576.84,181.65,8.68064960088081,3.173,1,0,0,"yes","smooth",0.68687584,0.0760410765809609,2.2467486,0.219146795977897,2.2112972,0.193106248533921,1.08570697,0.185968737668292,1.57043591,0.325089999642002,4.9299958,0.568487863353261,0.99257128,0.0851019068754344,11.898513,0.520434369670609,0.30288033,0.125121311903378,0.69586934,0.0244854019137118,0.26187066,0.0142573818830964,0.43434427,0.0267884159351285,0.96188142,0.0169058233567806,2.2723168,0.157581177441131,1.6663307,0.144460553980855,9.0241383,1.55074890784335,1.0627984,0.160459062631446,0.0908981674373994,0,2.2
NA,NA,NA,NA,5,"Brassicaceae","annual","yes","native","Forb","ATHPUS",0.35224,0.6847,1.94383595778878,0.121090049136996,0.0542243764371708,0.1416306794967,5,1353.72,76.1,17.7886990801577,3.004,1,0,0,"no","balloon",0.677379880952381,0.151022884690796,3.02816233333333,0.485913645068373,NA,NA,2.2157284952381,0.391124733812464,4.66164233333333,1.18793270195901,7.36676976190476,1.16249999897557,1.36723033333333,0.0853191060954892,35.7810395238095,4.48337862390795,0.203849686666667,0.0926467785126463,0.762167861904762,0.0567424257228264,NA,NA,0.776757785714286,0.14223063431731,0.988873509523809,0.015847281394577,2.11789033333333,1.27445998334319,1.7534459047619,0.483167642806501,22.0536780952381,4.65859237900744,NA,NA,0.112500573347027,0,1.4
NA,NA,NA,NA,9,"Poaceae","annual","yes","invasive","Grass","BROMAD",1.35485333333333,2.39424666666667,1.76549088581139,0.238849912892781,0.0968803775568384,0.0876345489646119,5,1263.885,83.545,15.1281943862589,2.999,2,1,0,"no","elong_long",0.73119043,0.122256089353955,9.8378342,0.341985223179404,9.8068144,0.388605665141756,0.93060596,0.0753202321171145,6.357938,0.475707348366152,19.844064,0.728851508458494,1.04801281,0.0765639405919356,24.772517,2.29870392217997,1.6623597,0.332399832526716,0.73446217,0.0424749089255985,0.044697673,0.010741699235149,0.082579535,0.00881368080432189,0.97034335,0.0171945572003501,1.6276247,0.0895456800770174,1.4216159,0.102905658597734,18.308131,2.49676687367862,3.8158233,0.7617106073073,0.192811177830355,0,1.1
NA,NA,NA,NA,12,"Orobanchaceae","annual","yes","native","Forb","CASATT",0.167055,0.257918333333333,1.57459948806141,0.113089749326709,0.0814808407950401,0.166296469608688,5,1481.02,108.49,13.6512120932805,2.526,1,0,0,"yes","other",0.9350374,0.166401058895936,1.3161426,0.114515000965133,NA,NA,0.9350374,0.166401058895936,0.77137323,0.152504318633277,3.2061593,0.385201314257609,1.08541226,0.0892619901050236,13.748108,1.49383213454376,0.33230081,0.130547780625941,0.72807743,0.0430283457167494,NA,NA,0.6172721,0.117622226023864,0.93783108,0.0245791936349877,1.9132335,0.533119734805575,1.5601593,0.497280541814298,13.6077179,2.06351994502643,NA,NA,0.0301118150033316,0,1.15
NA,NA,NA,NA,14,"Asteraceae","annual","no","native","Forb","CENTRI",0.0376137927170868,0.0472268963585434,1.26613182340198,0.0282002108428345,0.023555359169263,0.148218754933773,5,1860.21,161.72,11.5026589166461,3.432,1,0,0,"yes","coarse",0.37224239,0.0520158891030306,0.49632319,0.0686518443877099,NA,NA,0.37224239,0.0520158891030306,0.138053818,0.0345889546357041,1.1942777,0.162972933816938,0.81877373,0.0830055524110559,10.4924025,0.955160851788064,0.09161803,0.0438450628899657,0.93903345,0.0689857459922982,NA,NA,0.73533171,0.0810017843217111,0.98924919,0.00945804821261295,1.5152823,0.17640587698578,1.4067144,0.173876421076835,12.6450307,2.05197073396458,NA,NA,0.0197124473467112,0,0.75
NA,NA,NA,NA,23,"Onagraceae","annual","yes","native","Forb","EPIBRA",0.953675,3.08085,3.24955467164069,0.386815317690497,0.0956176195408913,0.4522397723164,4,1587.51,132.08,12.0193064809207,2.938,1,0,1,"no","elong_long",0.94833185,0.0758975034016454,2.4683216,0.118264466948915,2.4461643,0.130123651678829,1.3028486,0.0560538837809954,2.3206004,0.171738421345565,5.6257347,0.348690769392547,1.1653161,0.03003681501628,11.1111555,1.23189285311825,0.34863844,0.173898988531415,0.76246537,0.0209560956807878,0.35140695,0.0281851228941105,0.51023512,0.0280818576061643,0.97973164,0.00636807847229705,1.8178003,0.143739504809569,1.4620024,0.108055480709577,11.5340563,1.48118015329894,1.5938046,0.142518738244953,0.0718922368788964,0,1.1
NA,NA,NA,NA,25,"Asteraceae","perennial","no","native","Forb","ERILAN",0.174602777777778,0.883647222222222,6.48264337488122,1.06405093237943,0.0479296632937974,9.23829919261776,4,1672.61,118.3,14.1387151310228,3.055,1,0,0,"no","elong_short",0.71346458,0.131209039108472,2.6588743,0.23355806985894,NA,NA,0.71346458,0.131209039108472,1.19358635,0.124186051257791,5.6501077,0.482511115872428,1.1842537,0.0797620234782471,12.0670282,2.15030416096916,1.27721532,1.18935468015306,0.6965307,0.0682262194434075,NA,NA,0.19987556,0.0361636064254045,0.87589565,0.0638921885170332,1.3810028,0.100380437092316,1.1713199,0.05889716598813,9.1655385,1.77581260273038,NA,NA,0.124306937339838,0,6.2
NA,NA,NA,NA,26,"Euphorbiaceae","annual","yes","native","Forb","EUPCRE",0.7176,1.3522,1.88433667781494,NA,NA,NA,1,1713.71,106.9,16.0309635173059,3.445,1,0,0,"yes","coarse",1.3294372,0.0700673766863011,1.8966638,0.037076230508238,NA,NA,1.4978324,0.0577791923905137,2.0992822,0.058238846375937,4.6884814,0.0485439427972224,1.1113132,0.0317950839863649,14.3416118,7.72945972919856,0.380006178,0.513973293325996,0.79193708,0.0164334949781536,NA,NA,0.78649346,0.0508069218810587,0.9960649,0.00123409113925995,1.6582522,0.0549339973031273,1.5638046,0.037865045283216,17.412128,2.32982420764314,NA,NA,0.0177933811316605,0,2.9
NA,NA,NA,NA,27,"Asteraceae","annual","no","native","Forb","FILCAL",0.0292324637681159,0.038965652173913,1.46050278856657,0.00496461101909188,0.00879642001992752,0.382255678213173,4,1604.18,163.42,9.81630155427732,3.185,1,0,0,"yes","smooth",0.24816156,0.0309850297220807,0.67358149,0.0503099866072875,0.6514242,0.0554670265363526,0.34122222,0.0214059854652229,0.15631697,0.0239477670945678,1.4956167,0.0602290247639053,1.0504872,0.281670336231012,20.89815,1.62176755298381,0.50188432,0.951884425795941,0.84412825,0.0953105979752543,0.3042481,0.0394501777528456,0.43486948,0.0545080963243647,0.95432226,0.0642806400345513,1.397896,0.174618980746971,1.25266055,0.195229639714427,6.3369982,2.96335046500079,0.115273966,0.0120718918520671,0.0770205754253072,0,0.416666666666667
NA,NA,NA,NA,39,"Brassicaceae","annual","yes","native","Forb","LEPNIT",1.038625,17.772625,17.0488221085113,6.41881600628185,0.027500712111992,5.95570494257367,4,1502.28,123.3,12.1839416058394,3.286,1,0,1,"yes","smooth",0.77993644,0.0699115797110925,2.0163131,0.0522252569430411,2.0207447,0.0787198864540876,1.2053563,0.0583430203519572,1.8294586,0.123293753060819,4.7261489,0.140543202032092,1.01682315,0.0802428239944406,20.332375,3.30985336218741,0.63310104,0.337481650279666,0.8004082,0.0153181483960112,0.36916409,0.0261102703308892,0.56348669,0.0294160144524656,0.98770284,0.00437061949262726,1.4927504,0.0689723854132942,1.3150711,0.0454419246571318,36.71833,2.69807803204429,1.1890695,0.119244822366284,0.0675770111232029,0,3
NA,NA,NA,NA,45,"Asteraceae","annual","yes","native","Forb","MICCAL",0.745175,1.426975,1.91554381952997,0.155505291978548,0.0768721611941974,0.0782481113226096,4,1248.05,56.34,22.1521121760738,2.845,1,0,0,"no","elong_long",0.98378355,0.185440056565495,2.5658136,0.226394960829373,2.5746767,0.262126861853844,1.6839538,0.147715300000297,2.8926496,0.426077815829769,6.1331366,0.549214662042529,-0.8205739,1.18168789903825,37.932685,7.98168571319541,1.69248462,0.718057286921299,0.71686143,0.0258694494078354,0.33674362,0.0532759297567297,0.61925774,0.0486500129824397,0.96387469,0.011641358422018,1.9130545,0.207359732592233,1.4882769,0.157390303649134,12.5580236,4.47694553944448,1.7485508,0.411313075700196,0.0683423714286345,0,5.3
NA,NA,NA,NA,50,"Polemoniaceae","annual","no","native","Forb","NAVJEP",0.670225,1.43375,2.15904736825206,0.115718350604676,0.100471965409926,0.178204196333861,4,1544.87,116.66,13.2424995714041,3.261,1,0,0,"no","balloon",0.94390033,0.0754649564221411,2.1847085,0.143291234416136,NA,NA,0.94390033,0.0754649564221411,1.4268834,0.204550233577748,4.5754794,0.326689408043515,1.3532809,0.0450698017535023,37.832402,2.29169094975159,0.80341907,0.393973130405869,0.73873037,0.0367587710653616,NA,NA,0.42212525,0.0265389850960285,0.98666127,0.00673307643966212,1.7746638,0.184386689082,1.6253748,0.177228706040654,10.6727729,1.48169705093889,NA,NA,0.07445128279767,0,2.8
NA,NA,NA,NA,56,"Caryophyllaceae","annual","no","native","Forb","SILGAL",0.264463888888889,0.354978333333333,1.33944124390804,0.0445325993889121,0.012822045288111,0.108748470634818,3,1353.72,82.78,16.3532254167673,2.895,1,1,0,"yes","coarse",0.6735815,0.0619700228947657,0.90401724,0.0814445537875813,0.89072285,0.0967506281113605,0.66471857,0.0886291555555576,0.47071834,0.0884309770091052,2.3929869,0.191460766766951,0.89095135,0.169473229546945,9.9715766,0.612080357153499,0.051207103,0.0287554158010866,0.88186914,0.061536207325628,0.65260244,0.0828765563429021,0.69755433,0.0447722262821259,0.97101484,0.00795081259986815,1.216232,0.0896940218595048,1.1522246,0.0804163416037644,6.4519313,1.13276864068461,0.43674494,0.0969028688422266,0.0172385670557757,0,1.8
NA,NA,NA,NA,62,"Fabaceae","annual","yes","invasive","N-fixer","TRIHIR",2.65935,2.924675,1.09752068982913,0.383616504467678,0.18382719240272,0.0941005554864748,4,1300.83,101,12.879504950495,3.134,1,0,0,"no","balloon",1.3250056,0.126121338547184,2.0118817,0.108949535195633,1.9719986,0.127498189507146,1.5421471,0.139823242529393,2.292911,0.298589747077454,4.9056229,0.326012484858905,1.3657118,0.0172630091930695,32.910379,2.51178908532654,0.184193979,0.110918373626608,0.79122663,0.0146600922956053,0.6598044,0.0545765292627395,0.75677218,0.0465216806519235,0.99692689,0.0018592646685361,1.5959778,0.0566732161446461,1.5213064,0.0408098368348722,35.640469,2.27713782808083,2.0173923,0.272656975757717,0.0221950011295135,0,5.1
NA,NA,NA,NA,66,"Caryophyllaceae","annual","no","invasive","Forb","VELRIG",0.166146111111111,0.238987222222222,1.43889394825624,0.00495716777461475,0.00546966324826152,0.0219683576994551,4,1121.73,86.61,12.9515067544164,2.786,1,0,0,"yes","coarse",0.54063778,0.0457678768935593,1.542147,0.0686518572978506,NA,NA,0.54063778,0.0457678768935593,0.63803251,0.076025641920962,3.3213771,0.150078341350591,1.07893747,0.0663691904698767,8.0841766,0.714023195902268,0.087415251,0.0838235031715098,0.8576151,0.0377038045853613,NA,NA,0.32838816,0.0236635039849319,0.97551632,0.00770842371735117,1.3156052,0.1133574514512,1.1789032,0.123828525166233,4.7891245,0.466066664241465,NA,NA,0.0973847171370818,0,1.2
