"","Line","habitat","watering","fertilization","WFtreatment","Plot","relcover","obsID","IDnum","family","annual","MarinaSp","nat.inv","Functional.group","clean_code"
"3225","2","Lushserp","watered","fertilized","FW","32",0,4322,146,"Poaceae","perennial","no","native","Grass","MELCAL"
"3226","2","Lushserp","watered","fertilized","FW","32",1,4323,48,"PHRYMACEAE","perennial","no","native","Forb","MIMGUT"
"3227","2","Lushserp","watered","fertilized","FW","32",0,4324,148,"Caryophyllaceae","annual",NA,"native","Forb","MINDOU"
"3228","2","Lushserp","watered","fertilized","FW","32",0,4325,153,"VALERIANACEAE","annual","no","native","Forb","PLECIL"
"3229","2","Lushserp","watered","fertilized","FW","32",0,4326,156,"Asteraceae","annual",NA,"invasive","Forb","PSELUT"
"3230","2","Lushserp","watered","fertilized","FW","32",0,4327,159,"Caryophyllaceae","annual","no","invasive","Forb","SAGAPE"
"3231","2","Lushserp","watered","fertilized","FW","32",0,4328,162,"Asteraceae","annual","yes","invasive","Forb","SENVUL"
"3232","2","Lushserp","watered","fertilized","FW","32",0,4329,57,"Iridaceae","perennial","no","native","Forb","SISBEL"
"3233","3","Harshserp","unwatered","unfertilized","C","47",0,4354,1,"Asteraceae","annual","yes","native","Forb","AGOHET"
"3234","3","Harshserp","unwatered","unfertilized","C","47",0,4355,2,"ALLIACEAE","bulb","no","native","Forb","ALLFAL"
"3235","3","Harshserp","unwatered","unfertilized","C","47",0,4356,102,"ALLIACEAE","bulb","no","native","Forb","ALLAMP"
"3236","3","Harshserp","unwatered","unfertilized","C","47",0,4357,4,"Asteraceae","annual","yes","native","Forb","ANCFIL"
"3237","3","Harshserp","unwatered","unfertilized","C","47",0,4358,105,"Fabaceae","annual","no","native","N-fixer","ASTBRE"
"3238","3","Harshserp","unwatered","unfertilized","C","47",0,4359,106,"Fabaceae","annual","yes","native","N-fixer","ASTGAM"
"3239","3","Harshserp","unwatered","unfertilized","C","47",3,4361,5,"Brassicaceae","annual","yes","native","Forb","ATHPUS"
"3240","3","Harshserp","unwatered","unfertilized","C","47",0,4362,6,"Poaceae","annual","yes","invasive","Grass","AVEFAT"
"3241","3","Harshserp","unwatered","unfertilized","C","47",0,4363,108,"Poaceae","annual","yes","invasive","Grass","BRODIA"
"3242","3","Harshserp","unwatered","unfertilized","C","47",68,4364,8,"Poaceae","annual","yes","invasive","Grass","BROHOR"
"3243","3","Harshserp","unwatered","unfertilized","C","47",0,4365,9,"Poaceae","annual","yes","invasive","Grass","BROMAD"
"3244","3","Harshserp","unwatered","unfertilized","C","47",0,4366,10,"MONTIACEAE","annual","no","native","Forb","CALCIL"
"3245","3","Harshserp","unwatered","unfertilized","C","47",2,4367,11,"Asteraceae","annual","yes","native","Forb","CALPAU"
"3246","3","Harshserp","unwatered","unfertilized","C","47",0,4368,110,"LILIACEAE","bulb","no","native","Forb","CALSUP"
"3247","3","Harshserp","unwatered","unfertilized","C","47",0,4369,111,"Onagraceae","annual","no","native","Forb","CAMGRA"
"3248","3","Harshserp","unwatered","unfertilized","C","47",0,4370,112,"Asteraceae","annual","yes","invasive","Forb","CARPYC"
"3249","3","Harshserp","unwatered","unfertilized","C","47",0,4371,12,"Orobanchaceae","annual","yes","native","Forb","CASATT"
"3250","3","Harshserp","unwatered","unfertilized","C","47",0,4372,113,"Orobanchaceae","annual","no","native","Forb","CASRUB"
"3251","3","Harshserp","unwatered","unfertilized","C","47",0,4373,13,"Asteraceae","annual","yes","invasive","Forb","CENSOL"
"3252","3","Harshserp","unwatered","unfertilized","C","47",0,4374,14,"Asteraceae","annual","no","native","Forb","CENTRI"
"3253","3","Harshserp","unwatered","unfertilized","C","47",0,4375,15,"Asteraceae","annual","yes","native","Forb","CHAGLA"
"3254","3","Harshserp","unwatered","unfertilized","C","47",0,4376,16,"AGAVACEAE","bulb","no","native","Forb","CHLPOM"
"3255","3","Harshserp","unwatered","unfertilized","C","47",0,4377,116,"polygonaceae","annual","no","native","Forb","CHOPOL"
"3256","3","Harshserp","unwatered","unfertilized","C","47",8,4378,80,"Onagraceae","annual","no","native","Forb","CLARKIASP"
"3257","3","Harshserp","unwatered","unfertilized","C","47",1,4379,19,"Plantaginaceae","annual","yes","native","Forb","COLSPA"
"3258","3","Harshserp","unwatered","unfertilized","C","47",0,4380,119,"CRASSULACEAE","annual","no","native","Forb","CRACON"
"3259","3","Harshserp","unwatered","unfertilized","C","47",0,4381,20,"Boraginaceae","annual","no","native","Forb","CRYHIS"
"3260","3","Harshserp","unwatered","unfertilized","C","47",0,4382,21,"THEMIDACEAE","perennial","no","native","Forb","DICCAP"
"3261","3","Harshserp","unwatered","unfertilized","C","47",0,4383,22,"Poaceae","perennial","no","native","Grass","ELYELY"
"3262","3","Harshserp","unwatered","unfertilized","C","47",0,4384,23,"Onagraceae","annual","yes","native","Forb","EPIBRA"
"3263","3","Harshserp","unwatered","unfertilized","C","47",0,4386,129,"EUPHORBIACEAE","annual","no","native","Forb","ERESET"
"3264","3","Harshserp","unwatered","unfertilized","C","47",0,4388,24,"polygonaceae","shrub","no","native","Forb","ERINUD"
"3265","3","Harshserp","unwatered","unfertilized","C","47",0,4389,25,"Asteraceae","perennial","no","native","Forb","ERILAN"
"3266","3","Harshserp","unwatered","unfertilized","C","47",0,4390,130,"polygonaceae","annual","no","native","Forb","ERIVIM"
"3267","3","Harshserp","unwatered","unfertilized","C","47",0,4391,131,"Geraniaceae","annual","no","invasive","Forb","EROBRA"
"3268","3","Harshserp","unwatered","unfertilized","C","47",0,4392,132,"Geraniaceae","annual","yes","invasive","Forb","EROCIC"
"3269","3","Harshserp","unwatered","unfertilized","C","47",1,4393,26,"Euphorbiaceae","annual","yes","native","Forb","EUPCRE"
"3270","3","Harshserp","unwatered","unfertilized","C","47",0,4394,27,"Asteraceae","annual","no","native","Forb","FILCAL"
"3271","3","Harshserp","unwatered","unfertilized","C","47",0,4395,28,"LILIACEAE","bulb","no","native","Forb","FRIPUR"
"3272","3","Harshserp","unwatered","unfertilized","C","47",0,4396,81,"Rubiaceae","annual","no",NA,"Forb","GALIUMSP"
"3273","3","Harshserp","unwatered","unfertilized","C","47",0,4397,31,"Polemoniaceae","annual","yes","native","Forb","GILCAP"
"3274","3","Harshserp","unwatered","unfertilized","C","47",0,4398,32,"Polemoniaceae","annual","yes","native","Forb","GILTRI"
"3275","3","Harshserp","unwatered","unfertilized","C","47",0,4399,33,"Asteraceae","annual","yes","native","Forb","HEMCON"
"3276","3","Harshserp","unwatered","unfertilized","C","47",0,4400,34,"Asteraceae","annual","yes","native","Forb","HOLVIR"
"3277","3","Harshserp","unwatered","unfertilized","C","47",0,4401,35,"Asteraceae","annual","yes","invasive","Forb","HYPGLA"
"3278","3","Harshserp","unwatered","unfertilized","C","47",0,4402,36,"Asteraceae","annual","no","invasive","Forb","LACSER"
"3279","3","Harshserp","unwatered","unfertilized","C","47",0,4403,37,"Asteraceae","annual","yes","native","Forb","LAGMIN"
"3280","3","Harshserp","unwatered","unfertilized","C","47",0,4404,38,"Asteraceae","annual","yes","native","Forb","LASCAL"
"3281","3","Harshserp","unwatered","unfertilized","C","47",0,4405,39,"Brassicaceae","annual","yes","native","Forb","LEPNIT"
"3282","3","Harshserp","unwatered","unfertilized","C","47",0,4406,140,"Polemoniaceae","annual","no","native","Forb","LINBIC"
"3283","3","Harshserp","unwatered","unfertilized","C","47",0,4407,40,"Polemoniaceae","annual","yes","native","Forb","LINDIC"
"3284","3","Harshserp","unwatered","unfertilized","C","47",0,4408,141,"Polemoniaceae","annual","no","native","Forb","LINJEP"
"3285","3","Harshserp","unwatered","unfertilized","C","47",1,4409,41,"Poaceae","annual","no","invasive","Grass","LOLMUL"
"3286","3","Harshserp","unwatered","unfertilized","C","47",0,4410,42,"Apiaceae","perennial","no","native","Forb","LOMMAR"
"3287","3","Harshserp","unwatered","unfertilized","C","47",1,4411,43,"Fabaceae","annual","no","native","N-fixer","LOTHUM"
"3288","3","Harshserp","unwatered","unfertilized","C","47",1,4412,142,"Fabaceae","annual","no","native","N-fixer","LOTWRA"
"3289","3","Harshserp","unwatered","unfertilized","C","47",0,4413,143,"Fabaceae","annual","yes","native","N-fixer","LUPBICNAN"
"3290","3","Harshserp","unwatered","unfertilized","C","47",0,4415,45,"Asteraceae","annual","yes","native","Forb","MICCAL"
"3291","3","Harshserp","unwatered","unfertilized","C","47",0,4416,46,"Asteraceae","annual","yes","native","Forb","MICDOU"
"3292","3","Harshserp","unwatered","unfertilized","C","47",0,4417,47,"PHRYMACEAE","annual","no","native","Forb","MIMDOU"
"3293","3","Harshserp","unwatered","unfertilized","C","47",0,4418,49,"Poaceae","perennial","no","native","Grass","NASPUL"
"3294","3","Harshserp","unwatered","unfertilized","C","47",0,4419,50,"Polemoniaceae","annual","no","native","Forb","NAVJEP"
"3295","3","Harshserp","unwatered","unfertilized","C","47",1,4420,51,"Caryophyllaceae","annual","no","invasive","Forb","PETPRO"
"3296","3","Harshserp","unwatered","unfertilized","C","47",1,4421,52,"Polemoniaceae","annual","no","native","Forb","PHLGRA"
"3297","3","Harshserp","unwatered","unfertilized","C","47",8,4422,53,"Plantaginaceae","annual","yes","native","Forb","PLAERE"
"3298","3","Harshserp","unwatered","unfertilized","C","47",0,4423,154,"Poaceae","annual","yes","native","Grass","POASEC"
"3299","3","Harshserp","unwatered","unfertilized","C","47",0,4425,54,"Asteraceae","annual","yes","native","Forb","RIGLEP"
"3300","3","Harshserp","unwatered","unfertilized","C","47",0,4426,55,"Malvaceae","annual","yes","native","Forb","SIDDIP"
"3301","3","Harshserp","unwatered","unfertilized","C","47",0,4427,56,"Caryophyllaceae","annual","no","native","Forb","SILGAL"
"3302","3","Harshserp","unwatered","unfertilized","C","47",16,4428,164,"Caryophyllaceae","annual","no","native","Forb","STENIT"
"3303","3","Harshserp","unwatered","unfertilized","C","47",0,4429,58,"Poaceae","annual","no","invasive","Grass","TAECAP"
"3304","3","Harshserp","unwatered","unfertilized","C","47",0,4431,59,"Brassicaceae","annual","yes","native","Forb","THYCUR"
"3305","3","Harshserp","unwatered","unfertilized","C","47",0,4432,166,"APIACEAE","annual","no","invasive","Forb","TORARV"
"3306","3","Harshserp","unwatered","unfertilized","C","47",0,4433,60,"Fabaceae","annual","yes","native","N-fixer","TRIALB"
"3307","3","Harshserp","unwatered","unfertilized","C","47",0,4435,61,"Fabaceae","annual","yes","native","N-fixer","TRIFUC"
"3308","3","Harshserp","unwatered","unfertilized","C","47",0,4436,62,"Fabaceae","annual","yes","invasive","N-fixer","TRIHIR"
"3309","3","Harshserp","unwatered","unfertilized","C","47",0,4437,170,"THEMIDACEAE","perennial","no","native","Forb","TRILAX"
"3310","3","Harshserp","unwatered","unfertilized","C","47",0,4438,63,"Fabaceae","annual","yes","native","N-fixer","TRIWIL"
"3311","3","Harshserp","unwatered","unfertilized","C","47",0,4439,65,"Asteraceae","annual","yes","native","Forb","UROLIN"
"3312","3","Harshserp","unwatered","unfertilized","C","47",0,4440,66,"Caryophyllaceae","annual","no","invasive","Forb","VELRIG"
"3313","3","Harshserp","unwatered","unfertilized","C","47",0,4441,67,"Fabaceae","annual","yes","invasive","N-fixer","VICVIL"
"3314","3","Harshserp","unwatered","unfertilized","C","47",0,4442,68,"VIOLACEAE","perennial","no","native","Forb","VIODOU"
"3315","3","Harshserp","unwatered","unfertilized","C","47",20,4443,69,"Poaceae","annual","no","native","Grass","VULMIC"
"3316","3","Harshserp","unwatered","unfertilized","C","47",0,4444,70,"Poaceae","annual","no","invasive","Grass","VULMYU"
"3317","3","Harshserp","unwatered","unfertilized","C","47",0,4446,71,"MELANTHIACEAE","perennial","no","native","Forb","ZIGFRE"
"3318","3","Harshserp","unwatered","unfertilized","C","47",0,4448,103,"Boraginaceae","annual","yes","native","Forb","AMSMEN"
"3319","3","Harshserp","unwatered","unfertilized","C","47",0,4449,3,"Primulaceae","annual","yes","invasive","Forb","ANAARV"
"3320","3","Harshserp","unwatered","unfertilized","C","47",0,4450,118,"MONTIACEAE","annual","no","native","Forb","CLAEXI"
"3321","3","Harshserp","unwatered","unfertilized","C","47",0,4451,122,"Poaceae","annual","yes","invasive","Grass","CYNECH"
"3322","3","Harshserp","unwatered","unfertilized","C","47",0,4452,126,"Brassicaceae","annual",NA,"invasive","Forb","DRAVER"
"3323","3","Harshserp","unwatered","unfertilized","C","47",0,4453,127,"Onagraceae","perennial","no","native","Forb","EPICIL"
"3324","3","Harshserp","unwatered","unfertilized","C","47",0,4455,133,"Poaceae","annual","yes","invasive","Grass","GASVEN"
"3325","3","Harshserp","unwatered","unfertilized","C","47",0,4456,136,"Linaceae","annual",NA,"native","Forb","HESMIC"
"3326","3","Harshserp","unwatered","unfertilized","C","47",0,4458,146,"Poaceae","perennial","no","native","Grass","MELCAL"
"3327","3","Harshserp","unwatered","unfertilized","C","47",0,4459,48,"PHRYMACEAE","perennial","no","native","Forb","MIMGUT"
"3328","3","Harshserp","unwatered","unfertilized","C","47",0,4460,148,"Caryophyllaceae","annual",NA,"native","Forb","MINDOU"
"3329","3","Harshserp","unwatered","unfertilized","C","47",2,4461,153,"VALERIANACEAE","annual","no","native","Forb","PLECIL"
"3330","3","Harshserp","unwatered","unfertilized","C","47",0,4462,156,"Asteraceae","annual",NA,"invasive","Forb","PSELUT"
"3331","3","Harshserp","unwatered","unfertilized","C","47",0,4463,159,"Caryophyllaceae","annual","no","invasive","Forb","SAGAPE"
"3332","3","Harshserp","unwatered","unfertilized","C","47",0,4464,162,"Asteraceae","annual","yes","invasive","Forb","SENVUL"
"3333","3","Harshserp","unwatered","unfertilized","C","47",0,4465,57,"Iridaceae","perennial","no","native","Forb","SISBEL"
"3334","3","Harshserp","unwatered","unfertilized","C","52",0,4490,1,"Asteraceae","annual","yes","native","Forb","AGOHET"
"3335","3","Harshserp","unwatered","unfertilized","C","52",0,4491,2,"ALLIACEAE","bulb","no","native","Forb","ALLFAL"
"3336","3","Harshserp","unwatered","unfertilized","C","52",0,4492,102,"ALLIACEAE","bulb","no","native","Forb","ALLAMP"
"3337","3","Harshserp","unwatered","unfertilized","C","52",0,4493,4,"Asteraceae","annual","yes","native","Forb","ANCFIL"
"3338","3","Harshserp","unwatered","unfertilized","C","52",0,4494,105,"Fabaceae","annual","no","native","N-fixer","ASTBRE"
"3339","3","Harshserp","unwatered","unfertilized","C","52",0,4495,106,"Fabaceae","annual","yes","native","N-fixer","ASTGAM"
"3340","3","Harshserp","unwatered","unfertilized","C","52",9,4497,5,"Brassicaceae","annual","yes","native","Forb","ATHPUS"
"3341","3","Harshserp","unwatered","unfertilized","C","52",0,4498,6,"Poaceae","annual","yes","invasive","Grass","AVEFAT"
"3342","3","Harshserp","unwatered","unfertilized","C","52",0,4499,108,"Poaceae","annual","yes","invasive","Grass","BRODIA"
"3343","3","Harshserp","unwatered","unfertilized","C","52",1,4500,8,"Poaceae","annual","yes","invasive","Grass","BROHOR"
"3344","3","Harshserp","unwatered","unfertilized","C","52",0,4501,9,"Poaceae","annual","yes","invasive","Grass","BROMAD"
"3345","3","Harshserp","unwatered","unfertilized","C","52",0,4502,10,"MONTIACEAE","annual","no","native","Forb","CALCIL"
"3346","3","Harshserp","unwatered","unfertilized","C","52",1,4503,11,"Asteraceae","annual","yes","native","Forb","CALPAU"
"3347","3","Harshserp","unwatered","unfertilized","C","52",0,4504,110,"LILIACEAE","bulb","no","native","Forb","CALSUP"
"3348","3","Harshserp","unwatered","unfertilized","C","52",0,4505,111,"Onagraceae","annual","no","native","Forb","CAMGRA"
"3349","3","Harshserp","unwatered","unfertilized","C","52",0,4506,112,"Asteraceae","annual","yes","invasive","Forb","CARPYC"
"3350","3","Harshserp","unwatered","unfertilized","C","52",0,4507,12,"Orobanchaceae","annual","yes","native","Forb","CASATT"
"3351","3","Harshserp","unwatered","unfertilized","C","52",2,4508,113,"Orobanchaceae","annual","no","native","Forb","CASRUB"
"3352","3","Harshserp","unwatered","unfertilized","C","52",0,4509,13,"Asteraceae","annual","yes","invasive","Forb","CENSOL"
"3353","3","Harshserp","unwatered","unfertilized","C","52",0,4510,14,"Asteraceae","annual","no","native","Forb","CENTRI"
"3354","3","Harshserp","unwatered","unfertilized","C","52",0,4511,15,"Asteraceae","annual","yes","native","Forb","CHAGLA"
"3355","3","Harshserp","unwatered","unfertilized","C","52",0,4512,16,"AGAVACEAE","bulb","no","native","Forb","CHLPOM"
"3356","3","Harshserp","unwatered","unfertilized","C","52",0,4513,116,"polygonaceae","annual","no","native","Forb","CHOPOL"
"3357","3","Harshserp","unwatered","unfertilized","C","52",8,4514,80,"Onagraceae","annual","no","native","Forb","CLARKIASP"
"3358","3","Harshserp","unwatered","unfertilized","C","52",195,4515,19,"Plantaginaceae","annual","yes","native","Forb","COLSPA"
"3359","3","Harshserp","unwatered","unfertilized","C","52",2,4516,119,"CRASSULACEAE","annual","no","native","Forb","CRACON"
"3360","3","Harshserp","unwatered","unfertilized","C","52",0,4517,20,"Boraginaceae","annual","no","native","Forb","CRYHIS"
"3361","3","Harshserp","unwatered","unfertilized","C","52",0,4518,21,"THEMIDACEAE","perennial","no","native","Forb","DICCAP"
"3362","3","Harshserp","unwatered","unfertilized","C","52",0,4519,22,"Poaceae","perennial","no","native","Grass","ELYELY"
"3363","3","Harshserp","unwatered","unfertilized","C","52",0,4520,23,"Onagraceae","annual","yes","native","Forb","EPIBRA"
"3364","3","Harshserp","unwatered","unfertilized","C","52",0,4522,129,"EUPHORBIACEAE","annual","no","native","Forb","ERESET"
"3365","3","Harshserp","unwatered","unfertilized","C","52",0,4524,24,"polygonaceae","shrub","no","native","Forb","ERINUD"
"3366","3","Harshserp","unwatered","unfertilized","C","52",0,4525,25,"Asteraceae","perennial","no","native","Forb","ERILAN"
"3367","3","Harshserp","unwatered","unfertilized","C","52",0,4526,130,"polygonaceae","annual","no","native","Forb","ERIVIM"
"3368","3","Harshserp","unwatered","unfertilized","C","52",0,4527,131,"Geraniaceae","annual","no","invasive","Forb","EROBRA"
"3369","3","Harshserp","unwatered","unfertilized","C","52",0,4528,132,"Geraniaceae","annual","yes","invasive","Forb","EROCIC"
"3370","3","Harshserp","unwatered","unfertilized","C","52",0,4529,26,"Euphorbiaceae","annual","yes","native","Forb","EUPCRE"
"3371","3","Harshserp","unwatered","unfertilized","C","52",0,4530,27,"Asteraceae","annual","no","native","Forb","FILCAL"
"3372","3","Harshserp","unwatered","unfertilized","C","52",0,4531,28,"LILIACEAE","bulb","no","native","Forb","FRIPUR"
"3373","3","Harshserp","unwatered","unfertilized","C","52",0,4532,81,"Rubiaceae","annual","no",NA,"Forb","GALIUMSP"
"3374","3","Harshserp","unwatered","unfertilized","C","52",0,4533,31,"Polemoniaceae","annual","yes","native","Forb","GILCAP"
"3375","3","Harshserp","unwatered","unfertilized","C","52",0,4534,32,"Polemoniaceae","annual","yes","native","Forb","GILTRI"
"3376","3","Harshserp","unwatered","unfertilized","C","52",0,4535,33,"Asteraceae","annual","yes","native","Forb","HEMCON"
"3377","3","Harshserp","unwatered","unfertilized","C","52",0,4536,34,"Asteraceae","annual","yes","native","Forb","HOLVIR"
"3378","3","Harshserp","unwatered","unfertilized","C","52",0,4537,35,"Asteraceae","annual","yes","invasive","Forb","HYPGLA"
"3379","3","Harshserp","unwatered","unfertilized","C","52",0,4538,36,"Asteraceae","annual","no","invasive","Forb","LACSER"
"3380","3","Harshserp","unwatered","unfertilized","C","52",0,4539,37,"Asteraceae","annual","yes","native","Forb","LAGMIN"
"3381","3","Harshserp","unwatered","unfertilized","C","52",0,4540,38,"Asteraceae","annual","yes","native","Forb","LASCAL"
"3382","3","Harshserp","unwatered","unfertilized","C","52",0,4541,39,"Brassicaceae","annual","yes","native","Forb","LEPNIT"
"3383","3","Harshserp","unwatered","unfertilized","C","52",0,4542,140,"Polemoniaceae","annual","no","native","Forb","LINBIC"
"3384","3","Harshserp","unwatered","unfertilized","C","52",3,4543,40,"Polemoniaceae","annual","yes","native","Forb","LINDIC"
"3385","3","Harshserp","unwatered","unfertilized","C","52",0,4544,141,"Polemoniaceae","annual","no","native","Forb","LINJEP"
"3386","3","Harshserp","unwatered","unfertilized","C","52",0,4545,41,"Poaceae","annual","no","invasive","Grass","LOLMUL"
"3387","3","Harshserp","unwatered","unfertilized","C","52",0,4546,42,"Apiaceae","perennial","no","native","Forb","LOMMAR"
"3388","3","Harshserp","unwatered","unfertilized","C","52",5,4547,43,"Fabaceae","annual","no","native","N-fixer","LOTHUM"
"3389","3","Harshserp","unwatered","unfertilized","C","52",1,4548,142,"Fabaceae","annual","no","native","N-fixer","LOTWRA"
"3390","3","Harshserp","unwatered","unfertilized","C","52",0,4549,143,"Fabaceae","annual","yes","native","N-fixer","LUPBICNAN"
"3391","3","Harshserp","unwatered","unfertilized","C","52",0,4551,45,"Asteraceae","annual","yes","native","Forb","MICCAL"
"3392","3","Harshserp","unwatered","unfertilized","C","52",0,4552,46,"Asteraceae","annual","yes","native","Forb","MICDOU"
"3393","3","Harshserp","unwatered","unfertilized","C","52",0,4553,47,"PHRYMACEAE","annual","no","native","Forb","MIMDOU"
"3394","3","Harshserp","unwatered","unfertilized","C","52",0,4554,49,"Poaceae","perennial","no","native","Grass","NASPUL"
"3395","3","Harshserp","unwatered","unfertilized","C","52",0,4555,50,"Polemoniaceae","annual","no","native","Forb","NAVJEP"
"3396","3","Harshserp","unwatered","unfertilized","C","52",0,4556,51,"Caryophyllaceae","annual","no","invasive","Forb","PETPRO"
"3397","3","Harshserp","unwatered","unfertilized","C","52",0,4557,52,"Polemoniaceae","annual","no","native","Forb","PHLGRA"
"3398","3","Harshserp","unwatered","unfertilized","C","52",9,4558,53,"Plantaginaceae","annual","yes","native","Forb","PLAERE"
"3399","3","Harshserp","unwatered","unfertilized","C","52",1,4559,154,"Poaceae","annual","yes","native","Grass","POASEC"
"3400","3","Harshserp","unwatered","unfertilized","C","52",0,4561,54,"Asteraceae","annual","yes","native","Forb","RIGLEP"
"3401","3","Harshserp","unwatered","unfertilized","C","52",0,4562,55,"Malvaceae","annual","yes","native","Forb","SIDDIP"
"3402","3","Harshserp","unwatered","unfertilized","C","52",0,4563,56,"Caryophyllaceae","annual","no","native","Forb","SILGAL"
"3403","3","Harshserp","unwatered","unfertilized","C","52",83,4564,164,"Caryophyllaceae","annual","no","native","Forb","STENIT"
"3404","3","Harshserp","unwatered","unfertilized","C","52",0,4565,58,"Poaceae","annual","no","invasive","Grass","TAECAP"
"3405","3","Harshserp","unwatered","unfertilized","C","52",0,4567,59,"Brassicaceae","annual","yes","native","Forb","THYCUR"
"3406","3","Harshserp","unwatered","unfertilized","C","52",0,4568,166,"APIACEAE","annual","no","invasive","Forb","TORARV"
"3407","3","Harshserp","unwatered","unfertilized","C","52",0,4569,60,"Fabaceae","annual","yes","native","N-fixer","TRIALB"
"3408","3","Harshserp","unwatered","unfertilized","C","52",0,4571,61,"Fabaceae","annual","yes","native","N-fixer","TRIFUC"
"3409","3","Harshserp","unwatered","unfertilized","C","52",0,4572,62,"Fabaceae","annual","yes","invasive","N-fixer","TRIHIR"
"3410","3","Harshserp","unwatered","unfertilized","C","52",0,4573,170,"THEMIDACEAE","perennial","no","native","Forb","TRILAX"
"3411","3","Harshserp","unwatered","unfertilized","C","52",0,4574,63,"Fabaceae","annual","yes","native","N-fixer","TRIWIL"
"3412","3","Harshserp","unwatered","unfertilized","C","52",0,4575,65,"Asteraceae","annual","yes","native","Forb","UROLIN"
"3413","3","Harshserp","unwatered","unfertilized","C","52",0,4576,66,"Caryophyllaceae","annual","no","invasive","Forb","VELRIG"
"3414","3","Harshserp","unwatered","unfertilized","C","52",1,4577,67,"Fabaceae","annual","yes","invasive","N-fixer","VICVIL"
"3415","3","Harshserp","unwatered","unfertilized","C","52",0,4578,68,"VIOLACEAE","perennial","no","native","Forb","VIODOU"
"3416","3","Harshserp","unwatered","unfertilized","C","52",12,4579,69,"Poaceae","annual","no","native","Grass","VULMIC"
"3417","3","Harshserp","unwatered","unfertilized","C","52",0,4580,70,"Poaceae","annual","no","invasive","Grass","VULMYU"
"3418","3","Harshserp","unwatered","unfertilized","C","52",0,4582,71,"MELANTHIACEAE","perennial","no","native","Forb","ZIGFRE"
"3419","3","Harshserp","unwatered","unfertilized","C","52",1,4584,103,"Boraginaceae","annual","yes","native","Forb","AMSMEN"
"3420","3","Harshserp","unwatered","unfertilized","C","52",0,4585,3,"Primulaceae","annual","yes","invasive","Forb","ANAARV"
"3421","3","Harshserp","unwatered","unfertilized","C","52",0,4586,118,"MONTIACEAE","annual","no","native","Forb","CLAEXI"
"3422","3","Harshserp","unwatered","unfertilized","C","52",0,4587,122,"Poaceae","annual","yes","invasive","Grass","CYNECH"
"3423","3","Harshserp","unwatered","unfertilized","C","52",0,4588,126,"Brassicaceae","annual",NA,"invasive","Forb","DRAVER"
"3424","3","Harshserp","unwatered","unfertilized","C","52",0,4589,127,"Onagraceae","perennial","no","native","Forb","EPICIL"
"3425","3","Harshserp","unwatered","unfertilized","C","52",1,4591,133,"Poaceae","annual","yes","invasive","Grass","GASVEN"
"3426","3","Harshserp","unwatered","unfertilized","C","52",0,4592,136,"Linaceae","annual",NA,"native","Forb","HESMIC"
"3427","3","Harshserp","unwatered","unfertilized","C","52",0,4594,146,"Poaceae","perennial","no","native","Grass","MELCAL"
"3428","3","Harshserp","unwatered","unfertilized","C","52",2,4595,48,"PHRYMACEAE","perennial","no","native","Forb","MIMGUT"
"3429","3","Harshserp","unwatered","unfertilized","C","52",0,4596,148,"Caryophyllaceae","annual",NA,"native","Forb","MINDOU"
"3430","3","Harshserp","unwatered","unfertilized","C","52",34,4597,153,"VALERIANACEAE","annual","no","native","Forb","PLECIL"
"3431","3","Harshserp","unwatered","unfertilized","C","52",0,4598,156,"Asteraceae","annual",NA,"invasive","Forb","PSELUT"
"3432","3","Harshserp","unwatered","unfertilized","C","52",0,4599,159,"Caryophyllaceae","annual","no","invasive","Forb","SAGAPE"
"3433","3","Harshserp","unwatered","unfertilized","C","52",0,4600,162,"Asteraceae","annual","yes","invasive","Forb","SENVUL"
"3434","3","Harshserp","unwatered","unfertilized","C","52",0,4601,57,"Iridaceae","perennial","no","native","Forb","SISBEL"
"3435","3","Harshserp","unwatered","fertilized","F","45",0,4626,1,"Asteraceae","annual","yes","native","Forb","AGOHET"
"3436","3","Harshserp","unwatered","fertilized","F","45",0,4627,2,"ALLIACEAE","bulb","no","native","Forb","ALLFAL"
"3437","3","Harshserp","unwatered","fertilized","F","45",0,4628,102,"ALLIACEAE","bulb","no","native","Forb","ALLAMP"
"3438","3","Harshserp","unwatered","fertilized","F","45",0,4629,4,"Asteraceae","annual","yes","native","Forb","ANCFIL"
"3439","3","Harshserp","unwatered","fertilized","F","45",0,4630,105,"Fabaceae","annual","no","native","N-fixer","ASTBRE"
"3440","3","Harshserp","unwatered","fertilized","F","45",0,4631,106,"Fabaceae","annual","yes","native","N-fixer","ASTGAM"
"3441","3","Harshserp","unwatered","fertilized","F","45",53,4633,5,"Brassicaceae","annual","yes","native","Forb","ATHPUS"
"3442","3","Harshserp","unwatered","fertilized","F","45",3,4634,6,"Poaceae","annual","yes","invasive","Grass","AVEFAT"
"3443","3","Harshserp","unwatered","fertilized","F","45",0,4635,108,"Poaceae","annual","yes","invasive","Grass","BRODIA"
"3444","3","Harshserp","unwatered","fertilized","F","45",1,4636,8,"Poaceae","annual","yes","invasive","Grass","BROHOR"
"3445","3","Harshserp","unwatered","fertilized","F","45",9,4637,9,"Poaceae","annual","yes","invasive","Grass","BROMAD"
"3446","3","Harshserp","unwatered","fertilized","F","45",0,4638,10,"MONTIACEAE","annual","no","native","Forb","CALCIL"
"3447","3","Harshserp","unwatered","fertilized","F","45",0,4639,11,"Asteraceae","annual","yes","native","Forb","CALPAU"
